origin country,latitude,longitude,km depth,lower yield,upper yield,purpose,name,type,date
USSR,49.8,78.2,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1973
USSR,53.7,55.4,0.0,10.0,10.0,Peaceful nuclear explosion,Kama 2,SHAFT,1973
USSR,70.8,54.2,0.0,1500.0,10000.0,Weapons related,Nan,SHAFT,1973
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1973
USA,36.9,-116.0,0.0,0.0,20.0,Weapons related,Nan,SHAFT,1973
USA,37.06,-116.57,0.0,0.0,20.0,Weapons related,Pajara,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Seafoam,SHAFT,1973
USSR,50.0,79.0,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Elida,SHAFT,1973
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Spar,SHAFT,1973
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1973
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Pinedrops S/T/B,SHAFT,1974
USSR,49.9,78.0,0.0,0.0,20.0,Weapons effects testing,Nan,TUNNEL,1974
USA,37.104,-116.053,0.0,20.0,200.0,Weapons related,Latir,SHAFT,1974
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Hulsea,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Sapello,SHAFT,1974
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Portrero,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Plomo,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Jib,SHAFT,1974
USSR,49.743,78.15,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1974
INDIA,26.9,71.7,0.0,0.0,20.0,Peaceful nuclear explosion,Nan,SHAFT,1974
USA,37.06,-116.11,0.0,0.0,20.0,Weapons effects testing,Grove,SHAFT,1974
UK,37.1,-116.1,0.0,20.0,200.0,Weapons related,Fallon,SHAFT,1974
USSR,49.952,78.844,0.0,20.0,150.0,Peaceful nuclear explosion,Nan,SHAFT,1974
USA,36.96,-116.02,0.0,0.0,20.0,Weapons related,Nan,SHAFT,1974
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Capricorne,BALLOON,1974
CHINA,39.5,89.4,0.0,200.0,1000.0,Weapons related,Nan,ATMOSPH,1974
USA,37.2,-116.2,0.0,0.0,20.0,Weapons effects testing,Ming Blade,TUNNEL,1974
USSR,49.889,78.115,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1974
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Belier,TOWER,1974
FRANCE,-22.0,-139.0,0.0,0.0,1000.0,Weapons related,Gemeaux,BALLOON,1974
USSR,53.8,55.2,0.0,10.0,10.0,Peaceful nuclear explosion,Kama 1,SHAFT,1974
USSR,49.789,78.139,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1974
USA,37.068,-116.032,0.0,20.0,200.0,Weapons related,Escaeosa,SHAFT,1974
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Centaure,BALLOON,1974
USA,37.09,-116.05,0.0,0.0,20.0,Weapons related,Crestlake T/B,SHAFT,1974
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Maquis,AIRDROP,1974
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Persee,TOWER,1974
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1974
USA,37.023,-116.036,0.0,0.0,20.0,Weapons related,Puye,SHAFT,1974
USSR,68.913,75.899,0.0,7.6,7.6,Peaceful nuclear explosion,Gorizont,SHAFT,1974
FRANCE,-22.0,-139.0,0.0,0.0,200.0,Weapons related,Scorpion,BALLOON,1974
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Taureau,BALLOON,1974
USSR,73.366,55.094,0.0,0.001,1500.0,Weapons related,Nan,TUNNEL,1974
USSR,67.233,62.119,0.0,7.6,7.6,Peaceful nuclear explosion,Gorizont,SHAFT,1974
USA,37.15,-116.083,0.0,20.0,200.0,Weapons related,Portmanteau,SHAFT,1974
USSR,49.82,78.091,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1974
FRANCE,-22.0,-139.0,0.0,0.0,1000.0,Weapons related,Verseau,BALLOON,1974
USA,36.99,-115.89,0.0,0.0,20.0,Weapons related,Pratt,SHAFT,1974
USA,37.133,-116.068,0.0,20.0,200.0,Weapons related,Stanyan,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Trumbull,SHAFT,1974
USSR,0.0,0.0,0.0,1.7,1.7,Peaceful nuclear explosion,Kristall,SHAFT,1974
USSR,49.972,78.96,0.0,0.001,20.0,Weapons effects testing,Nan,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Estaca,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Hybla Fair,TUNNEL,1974
USSR,70.817,54.063,0.0,1500.0,10000.0,Weapons related,Nan,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Temescal,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Puddle,SHAFT,1974
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1974
USSR,49.908,77.648,0.0,1.7,1.7,Peaceful nuclear explosion,Lazurit,SHAFT,1974
USSR,49.755,78.064,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1974
USSR,49.824,78.117,0.0,3.8,3.8,Peaceful nuclear explosion,Nan,TUNNEL,1974
USA,37.11,-116.32,0.0,0.0,20.0,Weapons related,Keel,SHAFT,1974
USSR,49.96,79.046,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1974
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Portola,SHAFT,1975
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Teleme,SHAFT,1975
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Bilge,SHAFT,1975
USSR,49.76,78.09,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1975
USSR,50.0,78.0,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1975
USA,37.11,-116.06,0.713,20.0,200.0,Weapons related,Topgallant,SHAFT,1975
USA,37.13,-116.08,0.6,20.0,200.0,Weapons related,Cabrillo,SHAFT,1975
USSR,49.76,78.23,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1975
USA,37.18,-116.21,0.305,0.0,20.0,Weapons effects testing,Dining Car,TUNNEL,1975
USA,37.11,-116.08,0.412,20.0,200.0,Weapons related,Edam,SHAFT,1975
USSR,48.1,47.2,0.0,0.35,0.35,Peaceful nuclear explosion,Nan,SHAFT,1975
USSR,49.94,79.02,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1975
USA,37.11,-116.03,0.0,20.0,200.0,Weapons related,Obar,SHAFT,1975
USA,37.22,-116.47,0.765,200.0,1000.0,Weapons related,Tyeo,SHAFT,1975
USA,37.33,-116.52,0.732,20.0,200.0,Weapons related,Stilton,SHAFT,1975
USA,37.09,-116.03,0.637,20.0,200.0,Weapons related,Mizzeu,SHAFT,1975
FRANCE,-15.45,-140.5,0.0,0.0,5.0,Weapons related,Achille,SHAFT/GR,1975
USSR,49.75,78.08,0.0,0.001,20.0,Peaceful nuclear explosion,Nan,TUNNEL,1975
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Alviso,SHAFT,1975
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Futtock,SHAFT,1975
USA,37.35,-116.32,0.912,200.0,1000.0,Weapons related,Mast,SHAFT,1975
USA,37.27,-116.37,1.311,200.0,1000.0,Weapons related,Camembert,SHAFT,1975
USSR,49.98,78.92,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1975
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1975
USSR,49.83,78.23,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1975
USSR,0.0,0.0,0.0,7.6,7.6,Peaceful nuclear explosion,Gorizont,SHAFT,1975
USSR,73.34,54.5,0.0,0.001,1500.0,Weapons effects testing,Nan,TUNNEL,1975
USA,37.02,-116.03,0.417,0.0,20.0,Weapons related,Marsh,SHAFT,1975
USSR,69.6,90.46,0.0,7.6,7.6,Peaceful nuclear explosion,Gorizont,SHAFT,1975
USSR,55.8,75.1,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1975
USSR,70.84,53.53,0.0,150.0,1500.0,Weapons related,Nan,SHAFT,1975
USSR,73.0,55.0,0.0,150.0,1500.0,Weapons related,Nan,SHAFT,1975
USSR,73.32,54.93,0.0,20.0,1500.0,Weapons related,Nan,TUNNEL,1975
USA,37.22,-116.18,0.348,0.0,20.0,Weapons effects testing,Huscy Pup,TUNNEL,1975
CHINA,41.43,88.4,0.0,0.0,10.0,Weapons related,Nan,UG,1975
USA,37.28,-116.41,1.265,200.0,1000.0,Weapons related,Kasseri,SHAFT,1975
USSR,49.92,78.91,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1975
USA,36.99,-116.04,0.0,0.0,20.0,Weapons related,Deck,SHAFT,1975
USA,37.22,-116.37,0.817,200.0,1000.0,Weapons related,Inlet,SHAFT,1975
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Hector,SHAFT/GR,1975
USA,37.12,-116.02,0.32,0.0,20.0,Weapons related,Leyden,SHAFT,1975
USSR,49.81,78.24,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1975
USA,37.12,-116.06,0.716,20.0,200.0,Weapons related,Chiberta,SHAFT,1975
USSR,50.02,78.86,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1975
USA,37.3,-116.33,1.451,200.0,1000.0,Weapons related,Muenster,SHAFT,1976
USSR,49.8,78.25,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1976
CHINA,41.5,89.0,0.0,0.0,20.0,Weapons related,Nan,ATMOSPH,1976
USA,37.07,-116.03,0.64,20.0,200.0,Weapons related,Keelson,SHAFT,1976
USA,37.11,-116.04,0.655,20.0,200.0,Weapons related,Esrom,SHAFT,1976
USA,37.271,-116.488,1.219,200.0,1000.0,Weapons related,Fontina,SHAFT,1976
USA,37.24,-116.42,1.167,200.0,500.0,Weapons related,Cheshire,SHAFT,1976
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Shallows,SHAFT,1976
USA,37.31,-116.36,0.869,200.0,500.0,Weapons related,Estuary,SHAFT,1976
USA,37.31,-116.47,1.237,500.0,1000.0,Weapons related,Colby,SHAFT,1976
USA,37.26,-116.31,0.879,200.0,500.0,Weapons related,Pool,SHAFT,1976
USA,37.11,-116.05,0.78,200.0,500.0,Weapons related,Strait,SHAFT,1976
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1976
USSR,48.0,47.0,0.0,0.0,10.0,Peaceful nuclear explosion,Nan,SHAFT,1976
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Patrocole,SHAFT/GR,1976
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1976
USSR,49.84,78.18,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1976
USSR,49.89,78.83,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1976
USA,37.19,-116.25,0.0,0.0,20.0,Weapons effects testing,Mighty Epic,TUNNEL,1976
USSR,49.84,77.97,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1976
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Rivoli,SHAFT,1976
USSR,49.98,79.07,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1976
USSR,49.85,78.97,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1976
FRANCE,-22.1,-138.7,0.0,0.0,20.0,Weapons related,Menelas,SHAFT/GR,1976
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Calypso,SHAFT/GR,1976
USSR,49.8,78.08,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1976
USA,37.07,-116.04,0.0,20.0,150.0,Weapons related,Billet,SHAFT,1976
USSR,47.81,48.1,0.0,58.0,58.0,Peaceful nuclear explosion,Nan,SHAFT,1976
USSR,49.9,77.7,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1976
UK,37.13,-116.08,0.0,20.0,150.0,Weapons related,Banon,SHAFT,1976
USSR,49.95,78.98,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1976
CHINA,41.5,89.0,0.0,20.0,200.0,Weapons related,Nan,ATMOSPH,1976
USSR,73.41,54.5,0.0,20.0,150.0,Weapons related,Nan,TUNNEL,1976
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Gouda,SHAFT,1976
CHINA,41.64,88.21,0.0,10.0,20.0,Weapons related,Nan,UG,1976
USSR,73.4,54.47,0.0,0.0,20.0,Weapons related,Nan,TUNNEL,1976
USSR,49.98,78.2,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1976
FRANCE,-22.0,-138.0,0.0,0.0,5.0,Weapons related,Ulysse A,SHAFT/GR,1976
USSR,61.52,112.73,0.0,15.0,15.0,Peaceful nuclear explosion,Oka,SHAFT,1976
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Sprit,SHAFT,1976
CHINA,40.78,89.66,0.0,2000.0,8000.0,Weapons related,Nan,AIRDROP,1976
USSR,49.97,79.01,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1976
USA,37.13,-116.08,0.317,0.0,20.0,Weapons related,Chevre,SHAFT,1976
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Astyanax,SHAFT/GR,1976
USSR,49.87,78.89,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1976
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1976
USA,37.08,-116.0,0.427,0.0,20.0,Weapons related,Redmud,SHAFT,1976
USA,37.12,-116.07,0.331,0.0,20.0,Weapons related,Asiago,SHAFT,1976
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Sutter,SHAFT,1976
USA,37.1,-116.04,0.64,20.0,150.0,Weapons related,Rudder,SHAFT,1976
USSR,49.8,78.15,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1976
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Cove/Oarlock,SHAFT,1977
FRANCE,-22.14,-138.72,0.0,0.0,20.0,Weapons related,Ulysse B,SHAFT/GR,1977
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Dofino/-Lawton,SHAFT,1977
FRANCE,-21.89,-138.96,0.0,0.0,150.0,Weapons related,Nestor,SHAFT/GR,1977
USSR,49.79,78.15,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1977
USSR,50.0,78.0,0.0,0.0,20.0,Weapons related,Nan,TUNNEL,1977
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Oedipe,SHAFT/GR,1977
USA,37.12,-116.062,0.69,20.0,150.0,Weapons related,Marsilly,SHAFT,1977
USSR,49.85,78.16,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1977
USA,37.09,-116.03,0.594,20.0,150.0,Weapons related,Bulkhead,SHAFT,1977
USA,37.1,-116.06,0.564,20.0,150.0,Weapons related,Crewline,SHAFT,1977
USSR,49.86,78.84,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1977
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Forefoot,SHAFT,1977
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Andromaque,SHAFT/GR,1977
USSR,49.96,78.91,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1977
FRANCE,-22.4,-139.0,0.0,0.0,20.0,Weapons related,Ajax,SHAFT/GR,1977
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Clytemnestre,SHAFT/GR,1977
USSR,69.54,90.51,0.0,15.0,15.0,Peaceful nuclear explosion,Meteorit,SHAFT,1977
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Carnelian,SHAFT,1977
USSR,49.73,78.09,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1977
USA,37.09,-116.01,0.518,20.0,150.0,Weapons related,Strake,SHAFT,1977
USSR,50.95,110.78,0.0,8.5,8.5,Peaceful nuclear explosion,Meteorit,SHAFT,1977
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Flotost,SHAFT,1977
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Gruyere/-G,SHAFT,1977
USSR,49.82,78.14,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1977
USA,37.11,-116.05,0.701,20.0,150.0,Weapons related,Scantling,SHAFT,1977
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Scupper,SHAFT,1977
USSR,64.13,99.62,0.0,8.5,8.5,Peaceful nuclear explosion,Meteorit,SHAFT,1977
USSR,73.37,54.41,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1977
USSR,50.05,78.93,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1977
USSR,57.29,106.23,0.0,7.6,7.6,Peaceful nuclear explosion,Meteorit,SHAFT,1977
USA,37.0,-116.0,0.381,0.0,20.0,Weapons related,Ebbtide,SHAFT,1977
CHINA,41.5,89.0,0.0,0.0,20.0,Weapons related,Nan,ATMOSPH,1977
USA,37.1,-116.1,0.53,20.0,150.0,Weapons related,Coulommiers,SHAFT,1977
USSR,47.85,48.13,0.0,10.0,10.0,Peaceful nuclear explosion,Nan,SHAFT,1977
USSR,73.47,54.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1977
USSR,48.0,47.0,0.0,0.1,0.1,Peaceful nuclear explosion,Nan,SHAFT,1977
USA,37.1,-116.3,0.381,0.0,20.0,Weapons related,Bobstay,SHAFT,1977
USSR,49.78,78.16,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1977
USSR,50.06,78.87,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1977
USSR,48.0,47.0,0.0,0.01,0.01,Peaceful nuclear explosion,Nan,SHAFT,1977
USA,37.19,-116.21,0.385,0.0,20.0,Weapons effects testing,Hybla Gold,TUNNEL,1977
USA,37.07,-116.05,0.701,20.0,150.0,Weapons related,Sandreef,SHAFT,1977
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Oreste,SHAFT/GR,1977
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1977
USA,37.02,-116.02,0.372,0.0,20.0,Weapons related,Seamount,SHAFT,1977
FRANCE,-21.86,-138.94,0.0,0.0,150.0,Weapons related,Enee,SHAFT/GR,1977
USSR,50.0,78.0,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1977
USSR,49.93,78.89,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1977
USA,37.13,-116.09,0.668,20.0,150.0,Weapons related,Farallones,SHAFT,1977
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Rib,SHAFT,1977
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Laocoon,SHAFT/GR,1977
USSR,49.85,78.14,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1977
USSR,50.0,78.0,0.0,0.0,20.0,Weapons related,Nan,TUNNEL,1977
USA,37.1,-116.0,0.0,0.0,20.0,Weapons related,Campos,SHAFT,1978
USA,37.12,-116.06,0.658,20.0,150.0,Weapons related,Reblochon,SHAFT,1978
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Plypheme,SHAFT/GR,1978
CHINA,41.5,89.0,0.0,6.0,20.0,Weapons related,Nan,ATMOSPH,1978
USA,37.01,-116.1,0.0,0.0,20.0,Weapons related,Karab,SHAFT,1978
USSR,49.94,77.79,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1978
FRANCE,-22.0,-138.7,0.0,0.0,5.0,Weapons related,Pylade,SHAFT/GR,1978
USA,37.1,-116.05,0.64,20.0,150.0,Weapons effects testing,Iceberg,SHAFT,1978
USA,37.0,-116.0,0.0,0.0,20.0,Weapons effects testing,Topmast,SHAFT,1978
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Hecube,SHAFT/GR,1978
USSR,49.71,78.06,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1978
UK,37.3,-116.33,0.633,20.0,150.0,Weapons related,Fondutta,SHAFT,1978
USA,37.23,-116.37,0.611,20.0,150.0,Weapons related,Backbeach,SHAFT,1978
USSR,49.72,78.18,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1978
USA,37.0,-116.0,0.0,0.0,20.0,Storage-transportation safety experiment,Asco,SHAFT,1978
USA,37.0,-116.0,0.0,0.0,0.0,Weapons related,Transom,SHAFT,1978
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1978
USSR,49.89,78.2,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1978
USA,37.034,-116.037,0.0,0.0,20.0,Weapons related,Jackpots,SHAFT,1978
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1978
USSR,49.88,78.81,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1978
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Xanthos,SHAFT/GR,1978
USSR,49.84,78.91,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1978
USA,37.1,-116.01,0.0,0.0,20.0,Weapons related,Satz,SHAFT,1978
USA,37.08,-116.04,0.564,20.0,150.0,Weapons related,Lowball,SHAFT,1978
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Ares,SHAFT/GR,1978
FRANCE,-22.0,-139.0,0.0,0.0,5.0,Weapons related,Idomenee,SHAFT/GR,1978
USSR,49.73,78.15,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1978
USSR,63.65,125.34,0.0,22.0,22.0,Peaceful nuclear explosion,Kraton,SHAFT,1978
USSR,73.31,54.7,0.0,0.001,150.0,Weapons related,Nan,TUNNEL,1978
USSR,65.87,112.56,0.0,22.0,22.0,Peaceful nuclear explosion,Kraton,SHAFT,1978
USSR,49.82,78.1,0.0,0.0,20.0,Weapons effects testing,Nan,TUNNEL,1978
USSR,49.98,79.02,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1978
USA,37.27,-116.36,0.681,20.0,150.0,Weapons related,Panir,SHAFT,1978
USSR,48.0,47.0,0.0,0.08,0.08,Peaceful nuclear explosion,Nan,SHAFT,1978
USA,37.21,-116.21,0.388,0.0,20.0,Weapons effects testing,Diablohawk,TUNNEL,1978
USSR,49.91,78.94,0.0,20.0,150.0,Weapons related,Nan,SHAFT,1978
USSR,49.89,78.4,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1978
USSR,66.53,86.26,0.0,15.0,15.0,Peaceful nuclear explosion,Kraton,TUNNEL,1978
USSR,73.38,54.44,0.0,0.0,150.0,Weapons related,Nan,TUNNEL,1978
USA,37.08,-116.05,0.442,20.0,150.0,Weapons related,Draughts,SHAFT,1978
USA,37.07,-116.02,0.64,20.0,150.0,Weapons related,Rummy,SHAFT,1978
USA,37.0,-116.0,0.0,0.0,20.0,Weapons related,Cremino,SHAFT,1978
USSR,61.53,112.87,0.0,15.0,15.0,Peaceful nuclear explosion,Vyatka,TUNNEL,1978
CHINA,41.42,88.66,0.0,0.0,20.0,Weapons related,Nan,UG,1978
USSR,49.72,78.21,0.0,0.001,20.0,Weapons effects testing,Nan,TUNNEL,1978
USSR,47.81,48.09,0.0,0.001,150.0,Peaceful nuclear explosion,Nan,SHAFT,1978
USSR,63.21,63.26,0.0,22.0,22.0,Peaceful nuclear explosion,Kraton,SHAFT,1978
USSR,49.76,78.12,0.0,0.001,20.0,Flight (missile) system tests,Nan,TUNNEL,1978
USA,37.29,-116.3,0.576,0.0,20.0,Weapons effects testing,Emmenthal,SHAFT,1978
FRANCE,-22.0,-139.0,0.0,0.0,150.0,Weapons related,Schedios,SHAFT/GR,1978
USSR,50.03,78.98,0.0,0.001,150.0,Weapons effects testing,Nan,SHAFT,1978
FRANCE,-22.0,-139.0,0.0,0.0,0.0,Storage-transportation safety experiment,Aphrodite,SHAFT/GR,1978
UK,37.13,-116.08,0.542,20.0,150.0,Weapons effects testing,Quargel,SHAFT,1978
USSR,49.86,78.05,0.0,0.001,150.0,Weapons related,Nan,SHAFT,1978
USSR,49.93,78.77,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1978
FRANCE,-21.85,-139.0,0.0,0.0,20.0,Weapons related,Priam,SHAFT/GR,1978
USSR,48.0,47.0,0.0,0.06,0.06,Peaceful nuclear explosion,Nan,SHAFT,1978
USA,37.01,-116.04,0.0,0.0,20.0,Weapons related,Concentration,SHAFT,1978
USSR,49.92,78.2,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1978
CHINA,41.5,89.0,0.0,0.0,20.0,Weapons related,Nan,ATMOSPH,1978
USA,37.27,-116.41,0.689,20.0,150.0,Weapons related,Farm,SHAFT,1978
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Eteocle,SHAFT/GR,1978
USSR,47.78,48.14,0.0,103.0,103.0,Peaceful nuclear explosion,Nan,SHAFT,1978
FRANCE,-21.9,-138.9,0.0,0.0,0.0,Weapons related,Eumee,SHAFT/GR,1978
USSR,49.9,78.22,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1978
USSR,48.0,47.0,0.0,0.5,0.5,Peaceful nuclear explosion,Nan,SHAFT,1979
USSR,47.87,48.06,0.0,0.001,150.0,Peaceful nuclear explosion,Nan,SHAFT,1979
USA,37.1,-116.01,0.326,0.0,20.0,Weapons related,Baccarat,SHAFT,1979
USSR,50.08,78.88,0.0,0.001,20.0,Weapons related,Nan,SHAFT,1979
USA,37.1,-116.1,0.579,20.0,150.0,Weapons related,Quinella,SHAFT,1979
USA,37.2,-116.1,0.536,20.0,150.0,Weapons related,Kloster,SHAFT,1979
USSR,49.97,77.74,0.0,0.001,20.0,Weapons effects testing,Nan,SHAFT,1979
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Penthesilee,SHAFT/GR,1979
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons related,Philoctete,SHAFT/GR,1979
USA,37.02,-116.02,0.0,0.0,20.0,Weapons related,Memory,SHAFT,1979
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1979
FRANCE,-21.88,-139.04,0.0,0.0,20.0,Weapons related,Agapenor,SHAFT/GR,1979
FRANCE,-22.0,-139.0,0.0,0.0,20.0,Weapons effects testing,Polydore,SHAFT/GR,1979
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1979
USSR,49.8,78.12,0.0,0.001,20.0,Weapons related,Nan,TUNNEL,1979
USA,36.96,-116.01,0.0,0.0,20.0,Weapons related,Feeezeout,SHAFT,1979
USSR,49.84,78.19,0.0,0.001,20.0,Safety experiment,Nan,TUNNEL,1979
USA,37.29,-116.46,0.681,20.0,150.0,Weapons related,Pepato,SHAFT,1979
USSR,50.0,78.0,0.0,0.0,0.001,Safety experiment,Nan,TUNNEL,1979
